#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CPT1C	SLC25A25	9606.ENSP00000376303	9606.ENSP00000362159	0	0	0	0	0	0	0	0.180	0.179
CPT1C	FDXR	9606.ENSP00000376303	9606.ENSP00000416515	0	0	0	0	0	0	0	0.152	0.152
CPT1C	SLC25A12	9606.ENSP00000376303	9606.ENSP00000388658	0	0	0	0	0	0	0	0.155	0.155
CPT1C	COASY	9606.ENSP00000376303	9606.ENSP00000464814	0	0	0	0	0	0	0	0.243	0.242
CPT1C	GPAT2	9606.ENSP00000376303	9606.ENSP00000389395	0	0	0	0	0	0	0	0.256	0.256
CPT1C	COX4I1	9606.ENSP00000376303	9606.ENSP00000457513	0	0	0	0	0	0	0	0.440	0.440
CPT1C	ACACA	9606.ENSP00000376303	9606.ENSP00000483300	0	0	0	0	0.054	0	0	0.565	0.571
CYB5B	TXN2	9606.ENSP00000308430	9606.ENSP00000216185	0	0	0	0	0.065	0.057	0	0.207	0.240
CYB5B	ACO2	9606.ENSP00000308430	9606.ENSP00000216254	0	0	0	0	0.122	0	0	0.087	0.164
CYB5B	PPIF	9606.ENSP00000308430	9606.ENSP00000225174	0	0	0	0	0.063	0.056	0	0.135	0.168
CYB5B	SLC25A11	9606.ENSP00000308430	9606.ENSP00000225665	0	0	0	0	0.105	0.056	0	0.198	0.264
CYB5B	SLC25A3	9606.ENSP00000308430	9606.ENSP00000228318	0	0	0	0	0.127	0	0	0.155	0.231
CYB5B	ABCB7	9606.ENSP00000308430	9606.ENSP00000253577	0	0	0	0	0.075	0	0	0.197	0.226
CYB5B	STX17	9606.ENSP00000308430	9606.ENSP00000259400	0	0	0	0	0.069	0.056	0	0.136	0.175
CYB5B	SQRDL	9606.ENSP00000308430	9606.ENSP00000260324	0	0	0	0	0.062	0	0	0.268	0.284
CYB5B	DNAJA3	9606.ENSP00000308430	9606.ENSP00000262375	0	0	0	0	0.159	0.115	0	0.043	0.225
CYB5B	SDHA	9606.ENSP00000308430	9606.ENSP00000264932	0	0	0	0	0.109	0	0	0.143	0.204
CYB5B	VDAC1	9606.ENSP00000308430	9606.ENSP00000265333	0	0	0	0	0.122	0.185	0	0.203	0.380
CYB5B	CYP11A1	9606.ENSP00000308430	9606.ENSP00000268053	0	0	0	0	0.063	0.078	0	0.469	0.502
CYB5B	TIMM44	9606.ENSP00000308430	9606.ENSP00000270538	0	0	0	0	0	0.146	0	0.219	0.304
CYB5B	ABHD10	9606.ENSP00000308430	9606.ENSP00000273359	0	0	0	0	0.085	0.060	0	0.298	0.343
CYB5B	DLAT	9606.ENSP00000308430	9606.ENSP00000280346	0	0	0	0	0.120	0	0	0.128	0.200
CYB5B	ACAD8	9606.ENSP00000308430	9606.ENSP00000281182	0	0	0	0	0.083	0	0	0.265	0.297
CYB5B	TOMM70A	9606.ENSP00000308430	9606.ENSP00000284320	0	0	0	0	0.107	0	0	0.348	0.393
CYB5B	ACAA2	9606.ENSP00000308430	9606.ENSP00000285093	0	0	0	0	0.099	0	0	0.101	0.155
CYB5B	AIFM1	9606.ENSP00000308430	9606.ENSP00000287295	0	0	0	0	0.056	0	0	0.173	0.186
CYB5B	PDPR	9606.ENSP00000308430	9606.ENSP00000288050	0	0	0	0	0.141	0	0	0.229	0.309
CYB5B	ETHE1	9606.ENSP00000308430	9606.ENSP00000292147	0	0	0	0	0.052	0	0	0.240	0.249
CYB5B	LETM1	9606.ENSP00000308430	9606.ENSP00000305653	0	0	0	0	0	0	0	0.319	0.319
CYB5B	UQCRFS1	9606.ENSP00000308430	9606.ENSP00000306397	0	0	0	0	0.134	0.272	0	0.279	0.506
CYB5B	CYCS	9606.ENSP00000308430	9606.ENSP00000307786	0	0	0	0	0.127	0.284	0	0.266	0.501
CYB5B	PCCB	9606.ENSP00000308430	9606.ENSP00000419027	0	0	0	0	0.064	0	0	0.131	0.152
CYB5B	ACAD9	9606.ENSP00000308430	9606.ENSP00000312618	0	0	0	0	0.133	0	0	0.065	0.155
CYB5B	PCCA	9606.ENSP00000308430	9606.ENSP00000365462	0	0	0	0	0.062	0	0	0.143	0.161
CYB5B	COX4I1	9606.ENSP00000308430	9606.ENSP00000457513	0	0	0	0	0.098	0	0	0.122	0.174
CYB5B	SUOX	9606.ENSP00000308430	9606.ENSP00000377668	0	0	0	0.718	0.064	0	0	0.443	0.174
CYB5B	SDHD	9606.ENSP00000308430	9606.ENSP00000364699	0	0	0	0	0.153	0.063	0	0.048	0.178
CYB5B	ALDH18A1	9606.ENSP00000308430	9606.ENSP00000360268	0	0	0	0	0.059	0	0	0.163	0.179
CYB5B	MT-CO3	9606.ENSP00000308430	9606.ENSP00000354982	0	0	0	0	0.181	0	0	0	0.181
CYB5B	DDX28	9606.ENSP00000308430	9606.ENSP00000332340	0	0	0	0	0	0.124	0	0.106	0.184
CYB5B	RHOT2	9606.ENSP00000308430	9606.ENSP00000321971	0	0	0	0	0.075	0.130	0	0.070	0.187
CYB5B	ATAD3A	9606.ENSP00000308430	9606.ENSP00000368030	0	0	0	0	0	0	0	0.188	0.188
CYB5B	CYP11B2	9606.ENSP00000308430	9606.ENSP00000325822	0	0	0	0	0.063	0.078	0	0.137	0.189
CYB5B	MTX1	9606.ENSP00000308430	9606.ENSP00000357360	0	0	0	0	0.099	0	0	0.139	0.191
CYB5B	ABCA9	9606.ENSP00000308430	9606.ENSP00000342216	0	0	0	0	0.065	0	0	0.174	0.195
CYB5B	SLC25A20	9606.ENSP00000308430	9606.ENSP00000326305	0	0	0	0	0.073	0	0	0.172	0.200
CYB5B	GLUD2	9606.ENSP00000308430	9606.ENSP00000327589	0	0	0	0	0.110	0	0	0.141	0.202
CYB5B	TXNRD2	9606.ENSP00000308430	9606.ENSP00000383365	0	0	0	0	0.064	0	0	0.195	0.215
CYB5B	ABCD3	9606.ENSP00000308430	9606.ENSP00000359233	0	0	0	0	0.108	0	0	0.162	0.221
CYB5B	MT-ATP6	9606.ENSP00000308430	9606.ENSP00000354632	0	0	0	0	0.109	0	0	0.163	0.222
CYB5B	TOMM20	9606.ENSP00000308430	9606.ENSP00000355566	0	0	0	0	0.062	0.179	0	0.071	0.222
CYB5B	ACACA	9606.ENSP00000308430	9606.ENSP00000483300	0	0	0	0	0.073	0	0	0.200	0.226
CYB5B	GCSH	9606.ENSP00000308430	9606.ENSP00000319531	0	0	0	0	0.128	0	0	0.154	0.231
CYB5B	MDH2	9606.ENSP00000308430	9606.ENSP00000327070	0	0	0	0	0.095	0	0	0.196	0.242
CYB5B	UQCRQ	9606.ENSP00000308430	9606.ENSP00000367939	0	0	0	0	0.111	0	0	0.182	0.242
CYB5B	TIMM50	9606.ENSP00000308430	9606.ENSP00000445806	0	0	0	0	0.049	0.212	0	0.082	0.251
CYB5B	IDI1	9606.ENSP00000308430	9606.ENSP00000370748	0	0	0	0	0.095	0	0	0.208	0.252
CYB5B	NDUFA4	9606.ENSP00000308430	9606.ENSP00000339720	0	0	0	0	0.073	0.212	0	0.067	0.259
CYB5B	HCCS	9606.ENSP00000308430	9606.ENSP00000326579	0	0	0	0	0.065	0	0	0.241	0.260
CYB5B	VDAC3	9606.ENSP00000308430	9606.ENSP00000428845	0	0	0	0	0.111	0.185	0	0.067	0.265
CYB5B	APOO	9606.ENSP00000308430	9606.ENSP00000368528	0	0	0	0	0.089	0	0	0.232	0.270
CYB5B	ACP6	9606.ENSP00000308430	9606.ENSP00000463574	0	0	0	0	0	0	0	0.273	0.273
CYB5B	TUFM	9606.ENSP00000308430	9606.ENSP00000322439	0	0	0	0	0.094	0	0	0.238	0.280
CYB5B	AIFM2	9606.ENSP00000308430	9606.ENSP00000478931	0	0	0	0	0.056	0	0	0.269	0.281
CYB5B	SLC25A13	9606.ENSP00000308430	9606.ENSP00000400101	0	0	0	0	0.086	0	0	0.254	0.289
CYB5B	CYC1	9606.ENSP00000308430	9606.ENSP00000317159	0	0	0	0	0.104	0	0	0.280	0.328
CYB5B	ATP5A1	9606.ENSP00000308430	9606.ENSP00000381736	0	0	0	0	0.154	0	0	0.242	0.332
CYB5B	GPD2	9606.ENSP00000308430	9606.ENSP00000308610	0	0	0	0	0.110	0	0	0.294	0.344
CYB5B	FDXR	9606.ENSP00000308430	9606.ENSP00000416515	0	0	0	0	0.069	0	0	0.334	0.354
CYB5B	MT-CYB	9606.ENSP00000308430	9606.ENSP00000354554	0	0	0	0	0	0	0	0.550	0.550
CYB5B	MARC2	9606.ENSP00000308430	9606.ENSP00000355880	0	0	0	0	0.065	0	0.600	0.681	0.870
CYC1	TXN2	9606.ENSP00000317159	9606.ENSP00000216185	0	0	0	0	0.635	0	0	0.049	0.638
CYC1	ACO2	9606.ENSP00000317159	9606.ENSP00000216254	0	0	0	0	0.606	0.369	0.900	0.486	0.985
CYC1	APEX1	9606.ENSP00000317159	9606.ENSP00000216714	0	0	0	0	0.160	0	0	0	0.160
CYC1	SLC25A11	9606.ENSP00000317159	9606.ENSP00000225665	0	0	0	0	0.573	0.348	0	0.535	0.859
CYC1	SLC25A3	9606.ENSP00000317159	9606.ENSP00000228318	0	0	0	0	0.876	0.290	0	0.199	0.923
CYC1	GOT2	9606.ENSP00000317159	9606.ENSP00000245206	0	0	0	0	0.224	0.388	0	0.082	0.526
CYC1	TRAP1	9606.ENSP00000317159	9606.ENSP00000246957	0	0	0	0	0.197	0	0	0.137	0.278
CYC1	GFER	9606.ENSP00000317159	9606.ENSP00000248114	0	0	0	0	0.141	0	0	0.267	0.343
CYC1	TBRG4	9606.ENSP00000317159	9606.ENSP00000258770	0	0	0	0	0.658	0	0	0.058	0.664
CYC1	DNAJA3	9606.ENSP00000317159	9606.ENSP00000262375	0	0	0	0	0.163	0	0	0.101	0.215
CYC1	SDHA	9606.ENSP00000317159	9606.ENSP00000264932	0	0	0	0	0.856	0.435	0	0.688	0.972
CYC1	VDAC1	9606.ENSP00000317159	9606.ENSP00000265333	0	0	0	0	0.467	0.312	0	0.363	0.746
CYC1	CPT1A	9606.ENSP00000317159	9606.ENSP00000265641	0	0	0	0	0.049	0.129	0	0.106	0.195
CYC1	BCKDHA	9606.ENSP00000317159	9606.ENSP00000269980	0	0	0	0	0.096	0.129	0	0	0.179
CYC1	TIMM44	9606.ENSP00000317159	9606.ENSP00000270538	0	0	0	0	0.224	0	0	0.657	0.723
CYC1	ABHD10	9606.ENSP00000317159	9606.ENSP00000273359	0	0	0.263	0	0.090	0	0	0.059	0.313
CYC1	IMMP1L	9606.ENSP00000317159	9606.ENSP00000278200	0	0	0	0	0.064	0	0	0.299	0.315
CYC1	DLAT	9606.ENSP00000317159	9606.ENSP00000280346	0	0	0	0	0.389	0.439	0	0.178	0.694
CYC1	OXSM	9606.ENSP00000317159	9606.ENSP00000280701	0	0	0	0	0.187	0	0	0.073	0.214
CYC1	NUBPL	9606.ENSP00000317159	9606.ENSP00000281081	0	0	0	0	0.064	0	0	0.182	0.201
CYC1	TOMM70A	9606.ENSP00000317159	9606.ENSP00000284320	0	0	0	0	0.099	0	0.900	0.463	0.947
CYC1	ACAA2	9606.ENSP00000317159	9606.ENSP00000285093	0	0	0	0	0.117	0	0	0.208	0.271
CYC1	AIFM1	9606.ENSP00000317159	9606.ENSP00000287295	0	0	0	0	0.063	0.129	0	0.088	0.190
CYC1	PDF	9606.ENSP00000317159	9606.ENSP00000288022	0	0	0	0	0.136	0	0	0.073	0.165
CYC1	PDPR	9606.ENSP00000317159	9606.ENSP00000288050	0	0	0	0	0.196	0	0	0	0.196
CYC1	FLAD1	9606.ENSP00000317159	9606.ENSP00000292180	0	0	0	0	0.138	0	0	0.150	0.235
CYC1	TK2	9606.ENSP00000317159	9606.ENSP00000299697	0	0	0	0	0.186	0.395	0	0.110	0.523
CYC1	LETM1	9606.ENSP00000317159	9606.ENSP00000305653	0	0	0	0	0.063	0.348	0	0.267	0.513
CYC1	UQCRFS1	9606.ENSP00000317159	9606.ENSP00000306397	0.295	0.130	0.260	0	0.917	0.993	0.800	0.993	0.999
CYC1	CHCHD7	9606.ENSP00000317159	9606.ENSP00000306425	0	0	0	0	0	0	0	0.266	0.266
CYC1	CYCS	9606.ENSP00000317159	9606.ENSP00000307786	0	0	0.315	0	0.832	0.837	0.900	0.989	0.999
CYC1	CYB5B	9606.ENSP00000317159	9606.ENSP00000308430	0	0	0	0	0.104	0	0	0.280	0.328
CYC1	GPD2	9606.ENSP00000317159	9606.ENSP00000308610	0	0	0	0	0.184	0.115	0	0.508	0.614
CYC1	C19orf70	9606.ENSP00000317159	9606.ENSP00000309561	0	0	0	0	0.161	0	0	0	0.161
CYC1	OPA1	9606.ENSP00000317159	9606.ENSP00000354681	0	0	0	0	0.048	0	0	0.144	0.151
CYC1	RDH14	9606.ENSP00000317159	9606.ENSP00000370648	0	0	0	0	0.053	0.056	0	0.140	0.164
CYC1	SDHAF1	9606.ENSP00000317159	9606.ENSP00000368165	0	0	0	0	0.091	0	0	0.120	0.166
CYC1	C20orf24	9606.ENSP00000317159	9606.ENSP00000341213	0	0	0	0	0.089	0.129	0	0	0.172
CYC1	YARS2	9606.ENSP00000317159	9606.ENSP00000320658	0	0	0	0	0.080	0	0	0.138	0.173
CYC1	KMO	9606.ENSP00000317159	9606.ENSP00000355517	0	0	0	0	0.068	0	0	0.154	0.177
CYC1	AGK	9606.ENSP00000317159	9606.ENSP00000347581	0	0	0	0	0.180	0	0	0	0.179
CYC1	MT-ATP8	9606.ENSP00000317159	9606.ENSP00000355265	0	0	0	0	0.045	0	0	0.184	0.188
CYC1	PCCB	9606.ENSP00000317159	9606.ENSP00000419027	0	0	0	0	0.192	0	0	0	0.192
CYC1	MTX1	9606.ENSP00000317159	9606.ENSP00000357360	0	0	0	0	0.194	0	0	0	0.194
CYC1	SLC25A37	9606.ENSP00000317159	9606.ENSP00000429200	0	0	0	0	0.059	0	0	0.192	0.207
CYC1	FDXR	9606.ENSP00000317159	9606.ENSP00000416515	0	0	0	0	0.082	0	0	0.177	0.212
CYC1	CKMT1A	9606.ENSP00000317159	9606.ENSP00000406577	0	0	0	0	0	0.057	0	0.199	0.213
CYC1	YME1L1	9606.ENSP00000317159	9606.ENSP00000318480	0	0	0	0	0.066	0	0	0.200	0.220
CYC1	ATPAF1	9606.ENSP00000317159	9606.ENSP00000460964	0	0	0	0	0.064	0	0	0.210	0.229
CYC1	ENDOG	9606.ENSP00000317159	9606.ENSP00000361725	0	0	0	0	0.191	0	0	0.107	0.247
CYC1	MTCH1	9606.ENSP00000317159	9606.ENSP00000362730	0	0	0	0	0.124	0	0	0.180	0.251
CYC1	SHMT2	9606.ENSP00000317159	9606.ENSP00000333667	0	0	0	0	0.250	0	0	0.057	0.262
CYC1	UCP3	9606.ENSP00000317159	9606.ENSP00000323740	0	0	0	0	0.108	0.155	0	0.116	0.275
CYC1	LACE1	9606.ENSP00000317159	9606.ENSP00000357973	0.291	0	0	0	0	0	0	0.046	0.294
CYC1	TXNRD2	9606.ENSP00000317159	9606.ENSP00000383365	0	0	0	0	0.167	0.176	0	0.057	0.297
CYC1	AK2	9606.ENSP00000317159	9606.ENSP00000346921	0	0	0	0	0.245	0	0	0.112	0.301
CYC1	UQCC3	9606.ENSP00000317159	9606.ENSP00000432692	0	0	0	0	0.066	0	0	0.285	0.303
CYC1	ROMO1	9606.ENSP00000317159	9606.ENSP00000363191	0	0	0	0	0.239	0	0	0.184	0.353
CYC1	SUCLG2	9606.ENSP00000317159	9606.ENSP00000419325	0	0	0	0	0.216	0.182	0	0.182	0.429
CYC1	MT-ATP6	9606.ENSP00000317159	9606.ENSP00000354632	0	0	0	0	0.130	0	0	0.408	0.464
CYC1	COX8C	9606.ENSP00000317159	9606.ENSP00000340568	0	0	0	0	0	0	0.540	0	0.540
CYC1	COX7B2	9606.ENSP00000317159	9606.ENSP00000379784	0	0	0	0	0.064	0	0.540	0.072	0.565
CYC1	TIMM50	9606.ENSP00000317159	9606.ENSP00000445806	0	0	0	0	0.146	0	0	0.588	0.633
CYC1	OXA1L	9606.ENSP00000317159	9606.ENSP00000483491	0	0	0	0	0.276	0.170	0	0.442	0.635
CYC1	SLC25A45	9606.ENSP00000317159	9606.ENSP00000381782	0	0	0	0	0.085	0.622	0	0.075	0.652
CYC1	ATAD3A	9606.ENSP00000317159	9606.ENSP00000368030	0	0	0	0	0.132	0.626	0	0.048	0.664
CYC1	COX7A2L	9606.ENSP00000317159	9606.ENSP00000367938	0	0	0	0	0.344	0.403	0	0.246	0.679
CYC1	AURKAIP1	9606.ENSP00000317159	9606.ENSP00000342676	0	0	0	0	0.693	0	0	0	0.693
CYC1	VDAC3	9606.ENSP00000317159	9606.ENSP00000428845	0	0	0	0	0.507	0.271	0	0.223	0.696
CYC1	MRPL12	9606.ENSP00000317159	9606.ENSP00000333837	0	0	0	0	0.640	0	0	0.198	0.699
CYC1	SLC25A6	9606.ENSP00000317159	9606.ENSP00000370808	0	0	0	0	0.512	0.320	0	0.214	0.717
CYC1	SLC25A13	9606.ENSP00000317159	9606.ENSP00000400101	0	0	0	0	0.238	0.726	0	0	0.782
CYC1	NDUFA4	9606.ENSP00000317159	9606.ENSP00000339720	0	0	0	0	0.083	0.461	0.540	0.204	0.795
CYC1	SAMM50	9606.ENSP00000317159	9606.ENSP00000345445	0	0	0	0	0.290	0.675	0	0.195	0.798
CYC1	SDHD	9606.ENSP00000317159	9606.ENSP00000364699	0	0	0	0	0.509	0.369	0	0.414	0.802
CYC1	SLC25A12	9606.ENSP00000317159	9606.ENSP00000388658	0	0	0	0	0.247	0.747	0	0.060	0.805
CYC1	APOO	9606.ENSP00000317159	9606.ENSP00000368528	0	0	0	0	0.118	0.772	0	0.155	0.815
CYC1	SLC25A20	9606.ENSP00000317159	9606.ENSP00000326305	0	0	0	0	0.136	0.788	0	0.103	0.821
CYC1	MT-ND4L	9606.ENSP00000317159	9606.ENSP00000354728	0	0	0	0	0	0.824	0	0.066	0.828
CYC1	HCCS	9606.ENSP00000317159	9606.ENSP00000326579	0	0	0	0	0.138	0.346	0	0.729	0.834
CYC1	MT-ND3	9606.ENSP00000317159	9606.ENSP00000355206	0	0	0	0	0.132	0.824	0	0.090	0.849
CYC1	MT-ND2	9606.ENSP00000317159	9606.ENSP00000355046	0	0	0	0	0.093	0.824	0	0.235	0.867
CYC1	MT-ND1	9606.ENSP00000317159	9606.ENSP00000354687	0	0	0	0	0.196	0.824	0	0.243	0.883
CYC1	MT-ND5	9606.ENSP00000317159	9606.ENSP00000354813	0	0	0	0	0.171	0.824	0	0.272	0.884
CYC1	MT-ND4	9606.ENSP00000317159	9606.ENSP00000354961	0	0	0	0	0.172	0.824	0	0.290	0.887
CYC1	NDUFV3	9606.ENSP00000317159	9606.ENSP00000346196	0	0	0	0	0.099	0.814	0	0.424	0.895
CYC1	MT-ND6	9606.ENSP00000317159	9606.ENSP00000354665	0	0	0	0	0	0.824	0	0.460	0.901
CYC1	TUFM	9606.ENSP00000317159	9606.ENSP00000322439	0	0	0	0	0.893	0.183	0	0.190	0.923
CYC1	TOMM20	9606.ENSP00000317159	9606.ENSP00000355566	0	0	0	0	0.082	0	0.900	0.250	0.925
CYC1	MT-CO3	9606.ENSP00000317159	9606.ENSP00000354982	0	0	0	0	0.140	0.823	0.540	0.405	0.952
CYC1	MT-CO1	9606.ENSP00000317159	9606.ENSP00000354499	0	0	0	0	0.102	0.788	0.540	0.539	0.954
CYC1	MDH2	9606.ENSP00000317159	9606.ENSP00000327070	0	0	0	0	0.906	0.379	0	0.286	0.954
CYC1	BCS1L	9606.ENSP00000317159	9606.ENSP00000413908	0	0	0	0	0.207	0	0.900	0.736	0.977
CYC1	MT-CO2	9606.ENSP00000317159	9606.ENSP00000354876	0.071	0	0	0	0.173	0.875	0.540	0.621	0.980
CYC1	ATP5A1	9606.ENSP00000317159	9606.ENSP00000381736	0	0	0	0	0.850	0.503	0.900	0.392	0.994
CYC1	COX4I1	9606.ENSP00000317159	9606.ENSP00000457513	0	0	0	0	0.618	0.946	0.540	0.497	0.994
CYC1	UQCRQ	9606.ENSP00000317159	9606.ENSP00000367939	0	0	0	0	0.891	0.988	0.600	0.842	0.999
CYC1	MT-CYB	9606.ENSP00000317159	9606.ENSP00000354554	0.295	0.784	0	0	0.190	0.995	0.800	0.994	0.999
CYCS	TXN2	9606.ENSP00000307786	9606.ENSP00000216185	0	0	0	0	0.238	0.157	0	0.563	0.695
CYCS	ACO2	9606.ENSP00000307786	9606.ENSP00000216254	0	0	0	0	0.130	0.345	0	0.614	0.761
CYCS	APEX1	9606.ENSP00000307786	9606.ENSP00000216714	0	0	0	0	0	0	0	0.291	0.290
CYCS	CYP24A1	9606.ENSP00000307786	9606.ENSP00000216862	0	0	0	0	0	0.142	0	0.120	0.213
CYCS	PPIF	9606.ENSP00000307786	9606.ENSP00000225174	0	0	0	0	0.164	0	0.800	0.778	0.959
CYCS	SLC25A11	9606.ENSP00000307786	9606.ENSP00000225665	0	0	0	0	0.161	0	0	0.153	0.259
CYCS	SLC25A3	9606.ENSP00000307786	9606.ENSP00000228318	0	0	0	0	0.819	0	0	0.135	0.837
CYCS	UNG	9606.ENSP00000307786	9606.ENSP00000242576	0	0	0	0	0	0	0	0.161	0.161
CYCS	GOT2	9606.ENSP00000307786	9606.ENSP00000245206	0	0	0	0	0.145	0	0	0.293	0.370
CYCS	ARL2	9606.ENSP00000307786	9606.ENSP00000246747	0	0	0	0	0.066	0.271	0	0.135	0.359
CYCS	TRAP1	9606.ENSP00000307786	9606.ENSP00000246957	0	0	0	0	0.062	0	0.800	0.351	0.867
CYCS	GFER	9606.ENSP00000307786	9606.ENSP00000248114	0	0	0	0	0.064	0.172	0	0.954	0.962
CYCS	STYXL1	9606.ENSP00000307786	9606.ENSP00000248600	0	0	0	0	0.064	0	0	0.142	0.162
CYCS	ABCB7	9606.ENSP00000307786	9606.ENSP00000253577	0	0	0	0	0.065	0	0	0.156	0.177
CYCS	SQRDL	9606.ENSP00000307786	9606.ENSP00000260324	0	0	0	0	0.063	0	0	0.425	0.438
CYCS	DNAJA3	9606.ENSP00000307786	9606.ENSP00000262375	0	0	0	0	0.083	0	0	0.369	0.397
CYCS	SDHA	9606.ENSP00000307786	9606.ENSP00000264932	0.052	0	0	0	0.181	0.347	0.650	0.621	0.920
CYCS	VDAC1	9606.ENSP00000307786	9606.ENSP00000265333	0	0	0	0	0.211	0.314	0.800	0.790	0.974
CYCS	CPT1A	9606.ENSP00000307786	9606.ENSP00000265641	0	0	0	0	0	0	0	0.317	0.317
CYCS	CYP11A1	9606.ENSP00000307786	9606.ENSP00000268053	0	0	0	0	0	0.142	0	0.178	0.264
CYCS	TIMM44	9606.ENSP00000307786	9606.ENSP00000270538	0	0	0	0	0.152	0	0	0.330	0.408
CYCS	ABHD10	9606.ENSP00000307786	9606.ENSP00000273359	0	0	0.368	0	0.076	0	0	0.063	0.405
CYCS	AMT	9606.ENSP00000307786	9606.ENSP00000273588	0	0	0	0	0.062	0	0	0.157	0.176
CYCS	MUT	9606.ENSP00000307786	9606.ENSP00000274813	0	0	0	0	0.046	0	0	0.213	0.217
CYCS	DLAT	9606.ENSP00000307786	9606.ENSP00000280346	0	0	0	0	0.169	0.339	0	0.309	0.588
CYCS	TOMM70A	9606.ENSP00000307786	9606.ENSP00000284320	0	0	0	0	0.106	0	0	0.449	0.486
CYCS	ACAA2	9606.ENSP00000307786	9606.ENSP00000285093	0	0	0	0	0.107	0	0	0.152	0.211
CYCS	AIFM1	9606.ENSP00000307786	9606.ENSP00000287295	0	0	0	0	0.067	0.129	0	0.701	0.736
CYCS	ETHE1	9606.ENSP00000307786	9606.ENSP00000292147	0	0	0	0	0	0	0	0.157	0.157
CYCS	TK2	9606.ENSP00000307786	9606.ENSP00000299697	0	0	0	0	0.065	0.178	0	0.061	0.216
CYCS	LETM1	9606.ENSP00000307786	9606.ENSP00000305653	0	0	0	0	0.064	0	0	0.304	0.321
CYCS	UQCRFS1	9606.ENSP00000307786	9606.ENSP00000306397	0.295	0	0.225	0	0.844	0.839	0.900	0.803	0.999
CYCS	CHCHD7	9606.ENSP00000307786	9606.ENSP00000306425	0	0	0	0	0.064	0	0	0.201	0.220
CYCS	PYCR2	9606.ENSP00000307786	9606.ENSP00000342502	0	0	0	0	0.112	0	0	0.083	0.152
CYCS	SLC25A12	9606.ENSP00000307786	9606.ENSP00000388658	0	0	0	0	0	0	0	0.152	0.152
CYCS	SDHAF1	9606.ENSP00000307786	9606.ENSP00000368165	0	0	0	0	0	0	0	0.155	0.154
CYCS	DDX28	9606.ENSP00000307786	9606.ENSP00000332340	0	0	0	0	0.063	0.137	0	0	0.156
CYCS	ACAD9	9606.ENSP00000307786	9606.ENSP00000312618	0	0	0	0	0.066	0	0	0.135	0.158
CYCS	YRDC	9606.ENSP00000307786	9606.ENSP00000362135	0	0	0	0	0.073	0	0	0.129	0.158
CYCS	ATAD3A	9606.ENSP00000307786	9606.ENSP00000368030	0	0	0	0	0.066	0	0	0.137	0.160
CYCS	AKR1B10	9606.ENSP00000307786	9606.ENSP00000352584	0	0	0	0	0.062	0.056	0	0.130	0.163
CYCS	TMLHE	9606.ENSP00000307786	9606.ENSP00000335261	0.047	0	0	0	0.097	0	0	0.108	0.166
CYCS	UQCC3	9606.ENSP00000307786	9606.ENSP00000432692	0	0	0	0	0	0	0	0.167	0.167
CYCS	ABCB10	9606.ENSP00000307786	9606.ENSP00000355637	0	0	0	0	0.049	0	0	0.160	0.167
CYCS	KMO	9606.ENSP00000307786	9606.ENSP00000355517	0	0	0	0	0	0	0	0.169	0.169
CYCS	CYP11B2	9606.ENSP00000307786	9606.ENSP00000325822	0	0	0	0	0	0.142	0	0.073	0.170
CYCS	GLUD2	9606.ENSP00000307786	9606.ENSP00000327589	0	0	0	0	0.122	0	0	0.096	0.172
CYCS	ABCD3	9606.ENSP00000307786	9606.ENSP00000359233	0	0	0	0	0	0	0	0.172	0.172
CYCS	TRUB2	9606.ENSP00000307786	9606.ENSP00000361982	0	0	0	0	0.062	0.154	0	0	0.172
CYCS	SLC25A45	9606.ENSP00000307786	9606.ENSP00000381782	0	0	0	0	0.123	0	0	0.101	0.177
CYCS	SLC25A19	9606.ENSP00000307786	9606.ENSP00000385312	0	0	0	0	0.062	0	0	0.160	0.179
CYCS	GCSH	9606.ENSP00000307786	9606.ENSP00000319531	0	0	0	0	0.135	0	0	0.090	0.179
CYCS	ACACA	9606.ENSP00000307786	9606.ENSP00000483300	0	0	0	0	0.062	0	0	0.162	0.180
CYCS	SFXN1	9606.ENSP00000307786	9606.ENSP00000316905	0	0	0	0	0.128	0	0	0.100	0.182
CYCS	NLRX1	9606.ENSP00000307786	9606.ENSP00000387334	0	0	0	0	0.077	0	0	0.150	0.182
CYCS	PCCB	9606.ENSP00000307786	9606.ENSP00000419027	0	0	0	0	0	0	0	0.193	0.193
CYCS	FDPS	9606.ENSP00000307786	9606.ENSP00000349078	0	0	0	0	0.062	0	0	0.176	0.194
CYCS	MTX1	9606.ENSP00000307786	9606.ENSP00000357360	0	0	0	0	0.082	0	0	0.168	0.203
CYCS	YARS2	9606.ENSP00000307786	9606.ENSP00000320658	0	0	0	0	0.104	0	0	0.165	0.220
CYCS	SMDT1	9606.ENSP00000307786	9606.ENSP00000327467	0	0	0	0	0.062	0	0	0.204	0.221
CYCS	GPD2	9606.ENSP00000307786	9606.ENSP00000308610	0	0	0	0	0.091	0	0	0.182	0.225
CYCS	SUGCT	9606.ENSP00000307786	9606.ENSP00000338475	0	0	0	0	0.063	0.208	0	0	0.226
CYCS	COASY	9606.ENSP00000307786	9606.ENSP00000464814	0	0	0	0	0.067	0	0	0.204	0.226
